Load,Transportadora,Origem_Cidade,Destino_Cidade,Peso Bruto (kg),Cubagem,Data de Coleta,Data de Entrega,Prazo Contratado (dias),Prazo Realizado,Status Transporte,Tipo_Veiculo,Tipo_Transporte, Valor do Frete ,Valor do Frete (MT)
524014,QuickMove,Maputo,Marracuene,5762,16.02,2/25/2022,3/3/2022,3,6,Atraso,Truck,Convencional,3.589,2104.31
637783,QuickMove,Maputo,Manica,17389,79.03,5/26/2023,6/1/2023,1,6,Atraso,Carreta,Convencional,6.0264,2044.23
328816,Cargas Maputo,Moamba,Xai-Xai,6796,25.76,8/20/2023,8/24/2023,3,4,Atraso,Truck,Convencional,5.07,2236.08
823048,Cargas Maputo,Moamba,Macia,1065,14.13,7/22/2022,7/23/2022,2,1,Dentro do Prazo,VUC,Convencional,61700.0,74040.0
198466,QuickMove,Maputo,Chimoio,5017,30.68,8/7/2022,8/9/2022,2,2,Dentro do Prazo,Toco,Convencional,2.414,2419.9
928815,QuickMove,Maputo,Nacala,2103,32.45,5/6/2023,5/7/2023,1,1,Dentro do Prazo,Truck,Convencional,3.7212,2481.47
463766,Cargas Maputo,Moamba,Nametil,2073,42.22,8/14/2022,8/16/2022,4,2,Dentro do Prazo,Truck,Convencional,3.73,2504.48
336179,TransLift,Matola,Moc�mboa da Praia,16897,93.79,1/28/2023,2/11/2023,8,14,Atraso,Carreta,Convencional,11.3472,2523.62
961950,QuickMove,Maputo,Tete,10032,2.88,7/19/2023,7/20/2023,1,1,Dentro do Prazo,Truck,Convencional,3.6024,2481.32
703329,Cargas Maputo,Moamba,Mocuba,3548,32.18,8/1/2023,8/1/2023,2,0,Dentro do Prazo,Truck,Convencional,3.7932,2151.55
140011,Cargas Maputo,Moamba,Ressano Garcia,4090,41.11,3/28/2022,4/5/2022,4,8,Atraso,Truck,Convencional,4.853,2070.82
529009,TransLift,Matola,Lichinga,2336,6.88,6/16/2022,6/25/2022,9,9,Dentro do Prazo,Truck,Convencional,3.043,2287.65
393710,Cargas Maputo,Moamba,Tete,4645,51.0,6/24/2022,6/25/2022,3,1,Dentro do Prazo,Truck,Convencional,3.275,2129.93
981320,QuickMove,Maputo,Mueda,6469,90.67,1/14/2023,1/22/2023,2,8,Atraso,Carreta,Convencional,7.8828,2056.46
513287,QuickMove,Maputo,Mocuba,4298,76.67,4/14/2022,4/21/2022,1,7,Atraso,Carreta,Convencional,5.962,2527.15
637802,QuickMove,Maputo,Pemba,12798,7.44,11/29/2022,12/4/2022,2,5,Atraso,Carreta,Convencional,6.969,2255.36
222830,Cargas Maputo,Moamba,Marromeu,4191,39.48,8/20/2023,8/21/2023,4,1,Dentro do Prazo,Truck,Convencional,4.4112,2439.29
537384,Cargas Maputo,Moamba,Mocuba,6082,45.1,8/19/2022,8/20/2022,2,1,Dentro do Prazo,Truck,Convencional,4.33,2032.2
113829,TransLift,Matola,Angoche,6007,31.69,9/5/2022,9/15/2022,12,10,Dentro do Prazo,Truck,Convencional,5.943,2604.13
412994,TransLift,Matola,Songo,1203,15.64,6/19/2023,6/26/2023,8,7,Dentro do Prazo,VUC,Convencional,1.164,2393.4
688680,TransLift,Matola,Maxixe,814,5.03,2/4/2022,2/19/2022,8,15,Atraso,VUC,Convencional,94800.0,113760.0
430090,QuickMove,Maputo,Mocuba,9465,22.46,5/5/2022,5/5/2022,1,0,Dentro do Prazo,Truck,Convencional,4.513,2378.42
808797,TransLift,Matola,Tete,1795,18.09,6/19/2023,6/23/2023,7,4,Dentro do Prazo,VUC,Convencional,93720.0,112464.0
945693,QuickMove,Maputo,Macia,7195,21.27,7/9/2023,7/18/2023,2,9,Atraso,Truck,Convencional,4.9932,2420.99
313102,QuickMove,Maputo,Macomia,10482,31.08,8/24/2023,8/24/2023,1,0,Dentro do Prazo,Carreta,Convencional,10.0392,2169.05
578240,QuickMove,Maputo,Cuamba,1612,8.29,8/6/2023,8/10/2023,3,4,Atraso,VUC,Convencional,71400.0,85680.0
762490,TransLift,Matola,Montepuez,512,12.35,3/12/2022,3/18/2022,12,6,Dentro do Prazo,VUC,Convencional,88200.0,105840.0
969255,QuickMove,Maputo,Cuamba,1639,10.72,9/2/2022,9/5/2022,3,3,Dentro do Prazo,VUC,Convencional,86200.0,103440.0
217484,QuickMove,Maputo,Marracuene,3635,25.38,12/26/2022,12/26/2022,3,0,Dentro do Prazo,Truck,Convencional,5.71,2215.85
531160,Cargas Maputo,Moamba,Macomia,1450,25.38,5/23/2022,5/30/2022,7,7,Dentro do Prazo,VUC,Convencional,94700.0,113640.0
307502,Cargas Maputo,Moamba,Nacala,8127,12.77,5/19/2023,5/20/2023,7,1,Dentro do Prazo,Truck,Convencional,6.1044,2426.33
839561,QuickMove,Maputo,Marromeu,2583,26.84,10/23/2022,10/25/2022,2,2,Dentro do Prazo,Truck,Convencional,5.37,2425.44
399120,QuickMove,Maputo,Quelimane,11286,23.9,3/1/2022,3/2/2022,2,1,Dentro do Prazo,Truck,Convencional,5.375,2170.45
106886,TransLift,Matola,Tete,4702,37.58,3/18/2022,3/23/2022,7,5,Dentro do Prazo,Truck,Convencional,4.79,2307.75
637925,TransLift,Matola,Ressano Garcia,5594,3.69,5/30/2023,5/31/2023,4,1,Dentro do Prazo,Truck,Convencional,3.8448,2316.61
609090,QuickMove,Maputo,Macomia,1060,27.06,9/30/2022,9/30/2022,1,0,Dentro do Prazo,VUC,Convencional,51200.0,61440.0
800100,QuickMove,Maputo,Mueda,2884,28.61,8/18/2022,8/18/2022,2,0,Dentro do Prazo,Carreta,Convencional,9.838,2601.81
547698,QuickMove,Maputo,Montepuez,2674,21.35,2/15/2022,2/22/2022,1,7,Atraso,Truck,Convencional,4.512,2364.41
646992,QuickMove,Maputo,Nacala,2332,19.12,1/24/2022,1/27/2022,1,3,Atraso,Toco,Convencional,2.267,2568.72
516615,QuickMove,Maputo,Pemba,415,24.87,2/24/2023,2/27/2023,2,3,Atraso,VUC,Convencional,1.1544,2416.39
441636,Cargas Maputo,Moamba,Beira,2978,47.93,7/13/2022,7/14/2022,4,1,Dentro do Prazo,Truck,Convencional,3.584,2216.3
543348,QuickMove,Maputo,Nacala,3017,26.09,3/10/2022,3/11/2022,1,1,Dentro do Prazo,Truck,Convencional,5.408,2425.49
166299,TransLift,Matola,Cuamba,5746,51.87,6/16/2022,6/29/2022,6,13,Atraso,Truck,Convencional,3.278,2455.93
471626,QuickMove,Maputo,Macia,3258,5.73,2/8/2022,2/8/2022,2,0,Dentro do Prazo,Toco,Convencional,2.018,2397.42
197339,Cargas Maputo,Moamba,Gur��,1797,3.87,5/24/2023,5/27/2023,7,3,Dentro do Prazo,VUC,Convencional,99720.0,119664.0
273276,Cargas Maputo,Moamba,Mutarara,5091,42.06,4/2/2022,4/6/2022,4,4,Dentro do Prazo,Truck,Convencional,3.432,2258.12
821249,QuickMove,Maputo,Mutarara,4498,34.75,12/5/2022,12/5/2022,3,0,Dentro do Prazo,Truck,Convencional,5.703,2369.84
622904,QuickMove,Maputo,Angoche,10740,16.22,4/18/2023,4/18/2023,1,0,Dentro do Prazo,Truck,Convencional,5.7828,2315.94
335409,TransLift,Matola,Mandimba,3284,5.54,6/26/2022,6/27/2022,8,1,Dentro do Prazo,Truck,Convencional,4.737,2500.68
395924,QuickMove,Maputo,Pemba,4424,31.83,3/17/2023,3/21/2023,2,4,Atraso,Truck,Convencional,4.4556,2085.35
570163,QuickMove,Maputo,Songo,1771,5.59,7/8/2022,7/8/2022,1,0,Dentro do Prazo,Truck,Convencional,4.205,2447.05
561726,Cargas Maputo,Moamba,Nametil,1207,24.52,12/22/2022,12/25/2022,4,3,Dentro do Prazo,VUC,Convencional,65900.0,79080.0
295273,TransLift,Matola,Mandimba,8240,41.02,5/23/2023,5/24/2023,8,1,Dentro do Prazo,Truck,Convencional,4.374,2469.25
344388,QuickMove,Maputo,Macia,1271,18.6,11/22/2022,11/24/2022,2,2,Dentro do Prazo,VUC,Convencional,98900.0,118680.0
546557,QuickMove,Maputo,Montepuez,5362,18.3,1/8/2023,1/9/2023,1,1,Dentro do Prazo,Truck,Convencional,6.996,2183.4
177661,Cargas Maputo,Moamba,Marracuene,1977,21.96,8/31/2023,9/7/2023,7,7,Dentro do Prazo,VUC,Convencional,82320.0,98784.0
639169,QuickMove,Maputo,B�zi,5081,24.74,9/27/2022,10/6/2022,2,9,Atraso,Toco,Convencional,2.02,2568.42
482951,QuickMove,Maputo,Inhambane,5187,29.98,4/13/2022,4/22/2022,3,9,Atraso,Truck,Convencional,4.964,2018.96
245122,TransLift,Matola,Nametil,2336,28.67,2/11/2023,2/23/2023,14,12,Dentro do Prazo,Truck,Convencional,6.9876,2410.39
164727,QuickMove,Maputo,Marracuene,1148,10.01,5/13/2023,5/20/2023,3,7,Atraso,VUC,Convencional,71040.0,85248.0
124836,TransLift,Matola,Pemba,18865,27.28,3/6/2023,3/22/2023,14,16,Atraso,Carreta,Convencional,9.4356,2357.32
441442,QuickMove,Maputo,Quelimane,5158,40.64,5/7/2022,5/9/2022,2,2,Dentro do Prazo,Truck,Convencional,5.393,2019.47
157647,QuickMove,Maputo,Mueda,6710,19.2,11/18/2022,11/18/2022,2,0,Dentro do Prazo,Truck,Convencional,3.08,2337.7
367913,TransLift,Matola,Beira,2381,40.0,3/16/2022,3/23/2022,11,7,Dentro do Prazo,Truck,Convencional,4.539,2505.45
853514,QuickMove,Maputo,Marromeu,1496,8.24,8/26/2022,8/29/2022,2,3,Atraso,VUC,Convencional,96300.0,115560.0
958887,QuickMove,Maputo,Marromeu,6204,29.0,7/15/2022,7/15/2022,2,0,Dentro do Prazo,Carreta,Convencional,5.213,2063.26
197507,Cargas Maputo,Moamba,Marracuene,23550,34.33,11/5/2022,11/6/2022,7,1,Dentro do Prazo,Carreta,Convencional,8.847,2518.62
103251,Cargas Maputo,Moamba,Mutarara,8434,31.05,4/9/2023,4/13/2023,4,4,Dentro do Prazo,Truck,Convencional,5.7564,2414.91
569581,TransLift,Matola,Songo,8542,54.95,4/11/2023,4/13/2023,8,2,Dentro do Prazo,Truck,Convencional,3.7248,2083.47
952117,TransLift,Matola,Nacala,9199,11.02,7/3/2023,7/17/2023,9,14,Atraso,Truck,Convencional,6.1896,2140.43
911634,QuickMove,Maputo,Xai-Xai,12789,59.49,3/16/2023,3/18/2023,2,2,Dentro do Prazo,Carreta,Convencional,9.7404,2373.69
660930,TransLift,Matola,Marracuene,21331,65.0,12/1/2022,12/9/2022,10,8,Dentro do Prazo,Carreta,Convencional,7.859,2261.43
156366,QuickMove,Maputo,Nametil,2405,12.62,8/16/2023,8/16/2023,2,0,Dentro do Prazo,Truck,Convencional,5.322,2432.39
312549,QuickMove,Maputo,Dondo,9307,47.78,1/18/2022,1/26/2022,3,8,Atraso,Truck,Convencional,4.459,2021.35
298135,QuickMove,Maputo,Marromeu,569,18.98,12/26/2022,12/30/2022,2,4,Atraso,VUC,Convencional,53400.0,64080.0
526267,Cargas Maputo,Moamba,Beira,1070,12.82,6/22/2023,6/24/2023,4,2,Dentro do Prazo,VUC,Convencional,1.0212,2115.23
614238,Cargas Maputo,Moamba,Maganja da Costa,19832,13.66,12/1/2022,12/8/2022,6,7,Atraso,Carreta,Convencional,5.567,2144.68
771526,QuickMove,Maputo,Lichinga,2443,7.93,6/30/2022,7/2/2022,3,2,Dentro do Prazo,Truck,Convencional,3.581,2446.3
390723,QuickMove,Maputo,Nacala,1212,16.94,4/15/2023,4/16/2023,1,1,Dentro do Prazo,VUC,Convencional,82440.0,98928.0
646587,TransLift,Matola,Mutarara,4345,24.45,5/6/2022,5/12/2022,14,6,Dentro do Prazo,Truck,Convencional,4.824,2351.79
912263,QuickMove,Maputo,Macia,17458,24.83,6/28/2023,6/30/2023,2,2,Dentro do Prazo,Carreta,Convencional,8.988,2322.79
394308,QuickMove,Maputo,Mutarara,9193,5.85,5/1/2022,5/1/2022,3,0,Dentro do Prazo,Truck,Convencional,3.757,2383.51
508433,Cargas Maputo,Moamba,Beira,1947,35.75,8/11/2022,8/12/2022,4,1,Dentro do Prazo,Truck,Convencional,3.704,2016.44
807483,QuickMove,Maputo,Xai-Xai,9723,23.86,4/30/2023,5/2/2023,2,2,Dentro do Prazo,Truck,Convencional,5.1792,2363.22
515433,QuickMove,Maputo,Chimoio,11743,83.32,3/17/2022,3/17/2022,2,0,Dentro do Prazo,Carreta,Convencional,5.549,2124.66
547430,TransLift,Matola,Maxixe,9670,90.18,6/7/2022,6/13/2022,8,6,Dentro do Prazo,Carreta,Convencional,8.155,2420.79
499814,TransLift,Matola,Macia,7037,29.15,3/21/2022,3/22/2022,6,1,Dentro do Prazo,Truck,Convencional,3.363,2384.04
795424,QuickMove,Maputo,Inhambane,9769,26.41,10/31/2022,11/1/2022,3,1,Dentro do Prazo,Truck,Convencional,4.857,2208.83
855912,QuickMove,Maputo,Beira,1397,2.93,9/23/2022,10/2/2022,3,9,Atraso,VUC,Convencional,62700.0,75240.0
408294,QuickMove,Maputo,Manica,7507,56.59,5/10/2023,5/10/2023,1,0,Dentro do Prazo,Carreta,Convencional,8.4708,2150.16
389712,QuickMove,Maputo,Mocuba,2831,50.4,7/10/2023,7/10/2023,1,0,Dentro do Prazo,Truck,Convencional,3.888,2331.67
842695,TransLift,Matola,Nampula,17988,77.59,4/16/2022,4/22/2022,4,6,Atraso,Carreta,Convencional,8.582,2323.3
756527,QuickMove,Maputo,Manica,232,12.48,9/4/2022,9/9/2022,1,5,Atraso,VUC,Convencional,54100.0,64920.0
155471,Cargas Maputo,Moamba,Mueda,2407,46.81,1/6/2023,1/15/2023,7,9,Atraso,Truck,Convencional,3.84,2293.61
954880,QuickMove,Maputo,Inhambane,8042,28.26,4/3/2022,4/5/2022,3,2,Dentro do Prazo,Truck,Convencional,5.39,2404.47
964401,QuickMove,Maputo,Chokw�,6944,29.9,7/20/2023,7/20/2023,2,0,Dentro do Prazo,Truck,Convencional,5.178,2446.21
306357,TransLift,Matola,Macia,4546,12.63,2/3/2022,2/10/2022,6,7,Atraso,Truck,Convencional,4.662,2102.59
446278,QuickMove,Maputo,Mueda,8645,30.51,3/26/2022,4/2/2022,2,7,Atraso,Truck,Convencional,5.934,2536.12
929667,TransLift,Matola,Quelimane,5235,14.47,10/15/2022,10/26/2022,9,11,Atraso,Carreta,Convencional,5.911,2212.09
396406,QuickMove,Maputo,Montepuez,583,6.34,6/16/2022,6/22/2022,1,6,Atraso,VUC,Convencional,53300.0,63960.0
568147,QuickMove,Maputo,Moc�mboa da Praia,11862,38.92,2/16/2023,2/24/2023,3,8,Atraso,Truck,Convencional,6.3108,2253.57
566963,QuickMove,Maputo,Vilankulo,1330,25.31,7/23/2022,7/29/2022,2,6,Atraso,VUC,Convencional,91400.0,109680.0
307329,TransLift,Matola,Tete,7034,33.56,8/18/2022,8/20/2022,7,2,Dentro do Prazo,Truck,Convencional,5.413,2305.5
235144,QuickMove,Maputo,Mocuba,5664,78.72,3/16/2023,3/16/2023,1,0,Dentro do Prazo,Carreta,Convencional,7.3536,2293.82
467951,TransLift,Matola,Moc�mboa da Praia,3148,33.31,9/19/2022,9/20/2022,8,1,Dentro do Prazo,Truck,Convencional,4.828,2547.79
310113,QuickMove,Maputo,Marracuene,7020,7.87,12/10/2022,12/18/2022,3,8,Atraso,Truck,Convencional,3.202,2380.84
568003,QuickMove,Maputo,Beira,9420,23.27,6/20/2022,6/21/2022,3,1,Dentro do Prazo,Truck,Convencional,3.85,2256.62
989529,TransLift,Matola,Mandimba,4266,40.31,12/30/2022,12/31/2022,8,1,Dentro do Prazo,Truck,Convencional,4.374,2283.25
387023,TransLift,Matola,Chokw�,9024,17.73,5/10/2022,5/20/2022,7,10,Atraso,Truck,Convencional,3.618,2298.34
562965,QuickMove,Maputo,Macia,1222,21.76,5/1/2023,5/2/2023,2,1,Dentro do Prazo,VUC,Convencional,1.062,2259.27
185551,QuickMove,Maputo,Lichinga,1980,25.28,5/26/2023,6/1/2023,3,6,Atraso,VUC,Convencional,62880.0,75456.0
364300,Cargas Maputo,Moamba,Songo,9855,15.66,10/15/2022,10/20/2022,6,5,Dentro do Prazo,Truck,Convencional,3.189,2115.83
615306,QuickMove,Maputo,Quelimane,22914,82.24,7/4/2022,7/7/2022,2,3,Atraso,Carreta,Convencional,8.678,2149.41
709844,QuickMove,Maputo,Mocuba,3892,52.26,2/28/2023,2/28/2023,1,0,Dentro do Prazo,Truck,Convencional,3.7308,2087.48
677339,Cargas Maputo,Moamba,Marracuene,18980,15.32,1/24/2023,1/27/2023,7,3,Dentro do Prazo,Carreta,Convencional,10.962,2164.15
573826,QuickMove,Maputo,Vilankulo,3137,35.45,10/28/2022,10/29/2022,2,1,Dentro do Prazo,Truck,Convencional,5.056,2440.07
166310,QuickMove,Maputo,Quelimane,7182,14.9,8/12/2023,8/13/2023,2,1,Dentro do Prazo,Truck,Convencional,6.7488,2306.1
356529,QuickMove,Maputo,Beira,8166,26.21,6/28/2023,7/1/2023,3,3,Dentro do Prazo,Truck,Convencional,6.4752,2432.77
701182,QuickMove,Maputo,Marromeu,7398,48.78,1/14/2022,1/16/2022,2,2,Dentro do Prazo,Truck,Convencional,3.002,2028.6
436377,TransLift,Matola,Marracuene,4924,29.5,9/7/2022,9/15/2022,10,8,Dentro do Prazo,Truck,Convencional,3.059,2262.67
919280,QuickMove,Maputo,Xai-Xai,3136,37.77,2/3/2023,2/5/2023,2,2,Dentro do Prazo,Toco,Convencional,2.3208,2470.78
330610,QuickMove,Maputo,B�zi,1634,52.67,2/15/2023,2/15/2023,2,0,Dentro do Prazo,Truck,Convencional,6.1824,2234.42
400772,Cargas Maputo,Moamba,Ressano Garcia,10485,10.19,8/4/2022,8/10/2022,4,6,Atraso,Truck,Convencional,5.566,2334.68
409263,QuickMove,Maputo,Chimoio,7867,28.62,6/2/2022,6/2/2022,2,0,Dentro do Prazo,Truck,Convencional,5.12,2307.14
989572,TransLift,Matola,Cuamba,3747,18.75,4/22/2022,4/28/2022,6,6,Dentro do Prazo,Truck,Convencional,5.809,2077.97
681471,QuickMove,Maputo,Cuamba,1518,25.09,10/9/2022,10/11/2022,3,2,Dentro do Prazo,Truck,Convencional,4.604,2066.52
387953,Cargas Maputo,Moamba,Massinga,1514,25.37,1/24/2023,1/27/2023,5,3,Dentro do Prazo,Truck,Convencional,6.7296,2600.08
627161,Cargas Maputo,Moamba,Mandimba,1280,6.36,3/2/2023,3/12/2023,3,10,Atraso,VUC,Convencional,60600.0,72720.0
503271,QuickMove,Maputo,Massinga,1669,8.33,6/26/2023,6/27/2023,1,1,Dentro do Prazo,VUC,Convencional,80280.0,96336.0
545453,QuickMove,Maputo,Pemba,3596,15.66,3/23/2022,3/23/2022,2,0,Dentro do Prazo,Truck,Convencional,3.011,2327.61
729810,QuickMove,Maputo,Mutarara,9014,26.9,5/25/2022,5/27/2022,3,2,Dentro do Prazo,Truck,Convencional,5.126,2500.15
121374,QuickMove,Maputo,Lichinga,2665,29.85,5/10/2023,5/18/2023,3,8,Atraso,Truck,Convencional,6.102,2333.32
414906,QuickMove,Maputo,Nampula,1068,15.68,4/8/2022,4/11/2022,3,3,Dentro do Prazo,VUC,Convencional,91800.0,110160.0
889737,QuickMove,Maputo,Chimoio,11294,26.07,12/26/2022,12/26/2022,2,0,Dentro do Prazo,Truck,Convencional,5.35,2505.42
450090,QuickMove,Maputo,Mandimba,8986,52.28,9/22/2022,9/26/2022,3,4,Atraso,Truck,Convencional,5.479,2351.57
361360,QuickMove,Maputo,Beira,1864,13.94,1/9/2022,1/11/2022,3,2,Dentro do Prazo,VUC,Convencional,90700.0,108840.0
889968,QuickMove,Maputo,Nametil,1600,27.93,10/16/2022,10/18/2022,2,2,Dentro do Prazo,VUC,Convencional,73400.0,88080.0
256449,QuickMove,Maputo,Vilankulo,1910,12.9,11/9/2022,11/10/2022,2,1,Dentro do Prazo,VUC,Convencional,50100.0,60120.0
817322,QuickMove,Maputo,Xai-Xai,5385,44.28,11/23/2022,11/25/2022,2,2,Dentro do Prazo,Truck,Convencional,3.442,2386.13
575496,QuickMove,Maputo,Nametil,2230,52.82,3/14/2022,3/20/2022,2,6,Atraso,Truck,Convencional,4.221,2473.07
971202,QuickMove,Maputo,Marracuene,8378,31.28,1/7/2023,1/10/2023,3,3,Dentro do Prazo,Truck,Convencional,5.3556,2222.43
605008,QuickMove,Maputo,Mandimba,11709,47.19,3/4/2023,3/6/2023,3,2,Dentro do Prazo,Truck,Convencional,7.116,2471.54
331544,Cargas Maputo,Moamba,Angoche,923,26.72,5/5/2023,5/10/2023,3,5,Atraso,VUC,Convencional,72360.0,86832.0
826506,QuickMove,Maputo,Gur��,6506,10.05,11/12/2022,11/20/2022,1,8,Atraso,Truck,Convencional,3.253,2347.9
585177,QuickMove,Maputo,Massinga,1788,28.26,6/21/2023,6/22/2023,1,1,Dentro do Prazo,VUC,Convencional,1.002,2201.2
781078,Cargas Maputo,Moamba,Lichinga,3250,12.0,3/16/2022,3/24/2022,2,8,Atraso,Truck,Convencional,5.633,2118.76
181126,QuickMove,Maputo,Montepuez,11825,25.41,3/14/2022,3/14/2022,1,0,Dentro do Prazo,Truck,Convencional,3.721,2165.47
588916,Cargas Maputo,Moamba,Nametil,6376,32.29,5/4/2022,5/8/2022,4,4,Dentro do Prazo,Truck,Convencional,4.506,2282.41
569949,QuickMove,Maputo,Inhambane,8676,48.71,6/25/2023,6/25/2023,3,0,Dentro do Prazo,Truck,Convencional,4.614,2373.54
534712,QuickMove,Maputo,Tete,9252,6.7,10/7/2022,10/7/2022,1,0,Dentro do Prazo,Carreta,Convencional,6.817,2180.18
612932,QuickMove,Maputo,Songo,1057,10.93,4/20/2022,4/21/2022,1,1,Dentro do Prazo,VUC,Convencional,52300.0,62760.0
341565,QuickMove,Maputo,Macia,10957,49.4,2/12/2023,2/20/2023,2,8,Atraso,Carreta,Convencional,9.192,2269.03
775657,QuickMove,Maputo,Angoche,7011,13.34,11/30/2022,12/4/2022,1,4,Atraso,Truck,Convencional,3.317,2117.98
865359,Cargas Maputo,Moamba,Macomia,374,20.43,3/2/2022,3/10/2022,7,8,Atraso,VUC,Convencional,63200.0,75840.0
809824,QuickMove,Maputo,Marracuene,3073,47.55,5/19/2022,5/28/2022,3,9,Atraso,Truck,Convencional,3.602,2201.32
769879,QuickMove,Maputo,Mueda,11058,35.6,1/17/2022,1/19/2022,2,2,Dentro do Prazo,Truck,Convencional,5.37,2046.44
939097,QuickMove,Maputo,Songo,2314,6.97,6/18/2023,6/18/2023,1,0,Dentro do Prazo,Truck,Convencional,5.4324,2486.52
521912,QuickMove,Maputo,Massinga,11917,7.22,8/16/2023,8/16/2023,1,0,Dentro do Prazo,Truck,Convencional,6.474,2379.77
644495,QuickMove,Maputo,Ressano Garcia,15138,69.94,12/4/2022,12/12/2022,1,8,Atraso,Carreta,Convencional,9.828,2470.79
411798,QuickMove,Maputo,Marracuene,8544,69.96,2/2/2022,2/8/2022,3,6,Atraso,Carreta,Convencional,6.522,2270.83
372796,QuickMove,Maputo,Vilankulo,1318,18.0,10/14/2022,10/14/2022,2,0,Dentro do Prazo,VUC,Convencional,63600.0,76320.0
518934,Cargas Maputo,Moamba,Vilankulo,1788,45.34,6/26/2022,7/3/2022,7,7,Dentro do Prazo,Truck,Convencional,4.481,2095.38
186582,QuickMove,Maputo,Ressano Garcia,10418,50.45,5/22/2022,5/22/2022,1,0,Dentro do Prazo,Truck,Convencional,3.518,2240.22
160691,Cargas Maputo,Moamba,Vilankulo,4331,36.47,9/8/2022,9/9/2022,7,1,Dentro do Prazo,Truck,Convencional,5.424,2551.51
686808,QuickMove,Maputo,Xai-Xai,10990,39.89,6/2/2022,6/3/2022,2,1,Dentro do Prazo,Truck,Convencional,3.242,2341.89
538114,TransLift,Matola,Mandimba,1302,11.93,1/1/2023,1/8/2023,8,7,Dentro do Prazo,VUC,Convencional,1.008,2344.21
549654,QuickMove,Maputo,Tete,1325,22.68,1/19/2022,1/27/2022,1,8,Atraso,VUC,Convencional,99700.0,119640.0
709678,QuickMove,Maputo,Chimoio,7633,29.53,9/8/2022,9/9/2022,2,1,Dentro do Prazo,Truck,Convencional,3.792,2351.55
333656,QuickMove,Maputo,Xai-Xai,9613,11.71,4/7/2023,4/12/2023,2,5,Atraso,Truck,Convencional,5.43,2383.52
796241,QuickMove,Maputo,Inhambane,5013,20.32,6/14/2023,6/17/2023,3,3,Dentro do Prazo,Truck,Convencional,3.9156,2253.7
167137,TransLift,Matola,Nacala,3375,34.17,2/20/2023,3/1/2023,9,9,Dentro do Prazo,Truck,Convencional,6.0096,2572.21
660365,TransLift,Matola,Marromeu,817,7.87,8/9/2022,8/17/2022,13,8,Dentro do Prazo,VUC,Convencional,98000.0,117600.0
848142,Cargas Maputo,Moamba,Quelimane,5439,4.01,2/27/2023,3/2/2023,6,3,Dentro do Prazo,Toco,Convencional,2.838,2595.41
507011,QuickMove,Maputo,B�zi,10530,49.11,11/29/2022,11/30/2022,2,1,Dentro do Prazo,Truck,Convencional,4.538,2333.45
503395,TransLift,Matola,Manica,4602,7.37,7/25/2023,7/26/2023,5,1,Dentro do Prazo,Carreta,Convencional,8.3748,2365.05
356233,QuickMove,Maputo,Dondo,9447,27.04,7/21/2022,7/24/2022,3,3,Dentro do Prazo,Truck,Convencional,4.255,2474.11
757299,QuickMove,Maputo,Maganja da Costa,22604,32.48,6/16/2023,6/17/2023,1,1,Dentro do Prazo,Carreta,Convencional,11.052,2152.26
705369,QuickMove,Maputo,B�zi,2217,48.36,8/8/2023,8/10/2023,2,2,Dentro do Prazo,Truck,Convencional,6.4824,2098.78
251364,QuickMove,Maputo,Quelimane,2514,88.15,3/30/2022,4/1/2022,2,2,Dentro do Prazo,Carreta,Convencional,5.754,2492.9
898150,QuickMove,Maputo,Dondo,5480,57.77,3/15/2023,3/22/2023,3,7,Atraso,Truck,Convencional,4.7268,2494.67
120323,TransLift,Matola,Xai-Xai,5255,45.9,7/28/2023,8/16/2023,14,19,Atraso,Carreta,Convencional,10.0032,2278.0
725453,QuickMove,Maputo,Mutarara,9586,42.61,4/22/2022,4/22/2022,3,0,Dentro do Prazo,Truck,Convencional,3.098,2223.72
648148,QuickMove,Maputo,Songo,12485,64.48,2/2/2022,2/5/2022,1,3,Atraso,Carreta,Convencional,5.131,2593.16
224905,QuickMove,Maputo,Mutarara,2056,12.8,8/8/2023,8/9/2023,3,1,Dentro do Prazo,Truck,Convencional,4.272,2412.13
277789,TransLift,Matola,Xai-Xai,1436,4.26,9/8/2022,9/17/2022,14,9,Dentro do Prazo,VUC,Convencional,55400.0,66480.0
242079,QuickMove,Maputo,Ressano Garcia,6130,8.06,3/7/2022,3/7/2022,1,0,Dentro do Prazo,Truck,Convencional,4.757,2331.71
660609,Cargas Maputo,Moamba,Tete,5175,31.95,7/19/2023,7/19/2023,3,0,Dentro do Prazo,Truck,Convencional,4.8492,2330.82
792618,TransLift,Matola,Mandimba,3682,42.63,8/13/2022,8/24/2022,8,11,Atraso,Truck,Convencional,5.723,2376.87
185114,QuickMove,Maputo,Gur��,947,27.69,6/24/2022,6/25/2022,1,1,Dentro do Prazo,VUC,Convencional,57700.0,69240.0
510507,QuickMove,Maputo,Montepuez,7878,11.4,1/8/2022,1/11/2022,1,3,Atraso,Truck,Convencional,3.426,2597.11
538267,QuickMove,Maputo,Songo,3970,41.58,2/20/2023,2/23/2023,1,3,Atraso,Truck,Convencional,5.7312,2255.88
720438,QuickMove,Maputo,Lichinga,1429,26.21,4/11/2022,4/12/2022,3,1,Dentro do Prazo,VUC,Convencional,88100.0,105720.0
627368,TransLift,Matola,Angoche,4308,10.97,5/11/2023,5/19/2023,12,8,Dentro do Prazo,Toco,Convencional,2.5956,2116.11
